iteration,train_loss,eval_loss
1,0.06617699563503265,inf
2,0.06207796558737755,inf
3,0.06151288002729416,inf
4,0.05626493692398071,inf
5,0.05776558443903923,0.04518833011388779
6,0.055448975414037704,inf
7,0.05050671100616455,inf
8,0.048047494143247604,inf
9,0.05606634542346001,inf
10,0.05504419654607773,0.04436524957418442
11,0.04993390291929245,inf
12,0.05205484479665756,inf
13,0.052228670567274094,inf
14,0.045564375817775726,inf
15,0.04394716024398804,0.046275168657302856
16,0.04295860975980759,inf
17,0.049057357013225555,inf
18,0.04495658725500107,inf
19,0.04504234716296196,inf
20,0.04315554350614548,0.044130295515060425
21,0.04560383781790733,inf
22,0.04099014401435852,inf
23,0.04331369325518608,inf
24,0.047605257481336594,inf
25,0.04153604060411453,0.0368807315826416
26,0.04887769743800163,inf
27,0.045276787132024765,inf
28,0.04105835407972336,inf
29,0.042211245745420456,inf
30,0.04017288237810135,0.03483553230762482
31,0.038602836430072784,inf
32,0.04001443833112717,inf
33,0.042977526783943176,inf
34,0.04537222534418106,inf
35,0.03782707452774048,0.03673228248953819
36,0.03749211132526398,inf
37,0.039368003606796265,inf
38,0.03779982775449753,inf
39,0.04278671741485596,inf
40,0.03792047128081322,0.03980454057455063
41,0.03996603190898895,inf
42,0.04284517467021942,inf
43,0.04036131128668785,inf
44,0.03883206844329834,inf
45,0.04332994669675827,0.03573177754878998
46,0.03685281425714493,inf
47,0.04431988298892975,inf
48,0.045798253268003464,inf
49,0.04010653495788574,inf
50,0.0369969978928566,0.035974130034446716
51,0.036365773528814316,inf
52,0.03741619735956192,inf
53,0.03809209167957306,inf
54,0.041348639875650406,inf
55,0.03866467997431755,0.03573227673768997
56,0.03701191768050194,inf
57,0.047445666044950485,inf
58,0.03675926849246025,inf
59,0.039755042642354965,inf
60,0.038576409220695496,0.03598242998123169
61,0.05237020179629326,inf
62,0.03521585464477539,inf
63,0.04036941006779671,inf
64,0.038313817232847214,inf
65,0.036142002791166306,0.03459535539150238
66,0.03885727748274803,inf
67,0.04131429269909859,inf
68,0.037211157381534576,inf
69,0.04939788579940796,inf
70,0.03661639243364334,0.034710586071014404
71,0.03680276498198509,inf
72,0.03669975697994232,inf
73,0.03975452482700348,inf
74,0.03569449484348297,inf
75,0.04044416546821594,0.03540458902716637
76,0.0363326221704483,inf
77,0.03802281245589256,inf
78,0.03642801195383072,inf
79,0.04085598140954971,inf
80,0.04221625253558159,0.035333383828401566
81,0.04244152456521988,inf
82,0.03894202783703804,inf
83,0.03587967902421951,inf
84,0.03483550250530243,inf
85,0.04250693321228027,0.03583063930273056
86,0.03957466781139374,inf
87,0.03608139604330063,inf
88,0.03481599688529968,inf
89,0.0365634523332119,inf
90,0.034064311534166336,0.0369422510266304
91,0.0366932675242424,inf
92,0.03791359066963196,inf
93,0.038167089223861694,inf
94,0.034193120896816254,inf
95,0.03651908040046692,0.03283039107918739
96,0.035346392542123795,inf
97,0.04639419913291931,inf
98,0.034656040370464325,inf
99,0.04042159765958786,inf
100,0.047902584075927734,0.03819582238793373
