iteration,train_loss,eval_loss
1,0.023927753791213036,inf
2,0.023781850934028625,inf
3,0.024079052731394768,inf
4,0.023379674181342125,inf
5,0.022250225767493248,0.04335479065775871
6,0.022017432376742363,inf
7,0.022900229319930077,inf
8,0.024657946079969406,inf
9,0.022954951971769333,inf
10,0.023642374202609062,0.04452461004257202
11,0.023157157003879547,inf
12,0.022879820317029953,inf
13,0.0221300907433033,inf
14,0.022540217265486717,inf
15,0.022537564858794212,0.04403723031282425
16,0.022548463195562363,inf
17,0.023109886795282364,inf
18,0.02251116931438446,inf
19,0.022280670702457428,inf
20,0.02206188067793846,0.043425120413303375
21,0.02278110384941101,inf
22,0.02211284264922142,inf
23,0.022652477025985718,inf
24,0.02167770080268383,inf
25,0.021357035264372826,0.04412161558866501
26,0.021461516618728638,inf
27,0.021548917517066002,inf
28,0.024690872058272362,inf
29,0.022818267345428467,inf
30,0.020963594317436218,0.04330381006002426
31,0.02252185344696045,inf
32,0.021559029817581177,inf
33,0.021564781665802002,inf
34,0.021499868482351303,inf
35,0.022081119939684868,0.043427348136901855
36,0.021472230553627014,inf
37,0.021577980369329453,inf
38,0.02158172056078911,inf
39,0.021552076563239098,inf
40,0.02155129984021187,0.0432862788438797
41,0.02129012905061245,inf
42,0.021119359880685806,inf
43,0.021499577909708023,inf
44,0.020984284579753876,inf
45,0.021745100617408752,0.04204802215099335
46,0.02214358001947403,inf
47,0.02095917984843254,inf
48,0.021386435255408287,inf
49,0.02106822282075882,inf
50,0.020831719040870667,0.04191448539495468
51,0.02137889713048935,inf
52,0.02085745893418789,inf
53,0.020799361169338226,inf
54,0.022874101996421814,inf
55,0.023400766775012016,0.042862214148044586
56,0.020421279594302177,inf
57,0.021245744079351425,inf
58,0.020842134952545166,inf
59,0.021744316443800926,inf
60,0.021591385826468468,0.04283381998538971
61,0.020625770092010498,inf
62,0.02080332115292549,inf
63,0.021177588030695915,inf
64,0.02063709869980812,inf
65,0.020299378782510757,0.04361560940742493
66,0.021000690758228302,inf
67,0.022647088393568993,inf
68,0.020261161029338837,inf
69,0.020382830873131752,inf
70,0.02108697220683098,0.04340573772788048
71,0.021129749715328217,inf
72,0.020863503217697144,inf
73,0.02196327969431877,inf
74,0.02100137621164322,inf
75,0.022252488881349564,0.04202021658420563
76,0.021984945982694626,inf
77,0.020620178431272507,inf
78,0.020742271095514297,inf
79,0.02125253528356552,inf
80,0.02075827494263649,0.04231811314821243
81,0.020655818283557892,inf
82,0.020618226379156113,inf
83,0.020577754825353622,inf
84,0.020841632038354874,inf
85,0.021133825182914734,0.043778009712696075
86,0.02052685245871544,inf
87,0.020627809688448906,inf
88,0.02047833427786827,inf
89,0.02003503032028675,inf
90,0.021058356389403343,0.04209871590137482
91,0.021053409203886986,inf
92,0.0226505808532238,inf
93,0.019988346844911575,inf
94,0.019919870421290398,inf
95,0.02070755511522293,0.043725479394197464
96,0.021439701318740845,inf
97,0.021600034087896347,inf
98,0.02025279402732849,inf
99,0.019840307533740997,inf
100,0.021681291982531548,0.04287801682949066
