iteration,train_loss,eval_loss
1,0.2646743655204773,inf
2,0.263499915599823,inf
3,0.25880783796310425,inf
4,0.2539440989494324,inf
5,0.24632099270820618,0.4036743640899658
6,0.23284277319908142,inf
7,0.22827960550785065,inf
8,0.22297446429729462,inf
9,0.3068575859069824,inf
10,0.21386215090751648,0.3799159526824951
11,0.2121930867433548,inf
12,0.21181687712669373,inf
13,0.21518929302692413,inf
14,0.21504062414169312,inf
15,0.22012564539909363,0.36643943190574646
16,0.20474432408809662,inf
17,0.20865494012832642,inf
18,0.20902542769908905,inf
19,0.20953208208084106,inf
20,0.1987656056880951,0.35223203897476196
21,0.20340920984745026,inf
22,0.22545084357261658,inf
23,0.19472463428974152,inf
24,0.19129341840744019,inf
25,0.1877933144569397,0.3254268169403076
26,0.18465003371238708,inf
27,0.18398714065551758,inf
28,0.18655672669410706,inf
29,0.17728334665298462,inf
30,0.19886310398578644,0.32899773120880127
31,0.18058162927627563,inf
32,0.17800922691822052,inf
33,0.17507818341255188,inf
34,0.16711890697479248,inf
35,0.1681216061115265,0.31688737869262695
36,0.1738528311252594,inf
37,0.16531004011631012,inf
38,0.1604444533586502,inf
39,0.1568676233291626,inf
40,0.1766044795513153,0.3041250705718994
41,0.14725562930107117,inf
42,0.17394240200519562,inf
43,0.15681545436382294,inf
44,0.17030605673789978,inf
45,0.16265156865119934,0.26837536692619324
46,0.14622116088867188,inf
47,0.15705612301826477,inf
48,0.13986390829086304,inf
49,0.1586732268333435,inf
50,0.1441938877105713,0.2579112648963928
51,0.14659807085990906,inf
52,0.12865771353244781,inf
53,0.1491883099079132,inf
54,0.12833325564861298,inf
55,0.13420669734477997,0.256702721118927
56,0.1326885223388672,inf
57,0.1283024102449417,inf
58,0.13716326653957367,inf
59,0.1467277705669403,inf
60,0.12316209822893143,0.2344246804714203
61,0.12051138281822205,inf
62,0.14017972350120544,inf
63,0.13628846406936646,inf
64,0.15205280482769012,inf
65,0.11940404772758484,0.23542729020118713
66,0.12567651271820068,inf
67,0.1261035054922104,inf
68,0.13801699876785278,inf
69,0.15170645713806152,inf
70,0.12393209338188171,0.23110242187976837
71,0.11985073983669281,inf
72,0.12915228307247162,inf
73,0.1397758275270462,inf
74,0.11880356818437576,inf
75,0.13143301010131836,0.24726766347885132
76,0.1277468204498291,inf
77,0.12494426965713501,inf
78,0.12666770815849304,inf
79,0.1223488450050354,inf
80,0.12706319987773895,0.23264040052890778
81,0.1296788603067398,inf
82,0.1308528184890747,inf
83,0.1370704621076584,inf
84,0.1318686604499817,inf
85,0.12263040244579315,0.223979651927948
86,0.14576277136802673,inf
87,0.13341856002807617,inf
88,0.1227957010269165,inf
89,0.12043128907680511,inf
90,0.12204481661319733,0.2217247635126114
91,0.1239471286535263,inf
92,0.12831184267997742,inf
93,0.12812545895576477,inf
94,0.11094808578491211,inf
95,0.10608629137277603,0.22862762212753296
96,0.10835525393486023,inf
97,0.10404787212610245,inf
98,0.11167573928833008,inf
99,0.11764030158519745,inf
100,0.12734642624855042,0.1995614469051361
