iteration,train_loss,eval_loss
1,0.2183503359556198,inf
2,0.21553614735603333,inf
3,0.21502023935317993,inf
4,0.2113896906375885,inf
5,0.21283279359340668,0.17542171478271484
6,0.20819339156150818,inf
7,0.21281075477600098,inf
8,0.2035982310771942,inf
9,0.20593251287937164,inf
10,0.19806087017059326,0.16887527704238892
11,0.19535493850708008,inf
12,0.19116011261940002,inf
13,0.18947231769561768,inf
14,0.2029878795146942,inf
15,0.1863214075565338,0.15841171145439148
16,0.18681886792182922,inf
17,0.18471603095531464,inf
18,0.1871623545885086,inf
19,0.17975075542926788,inf
20,0.17738378047943115,0.16051018238067627
21,0.1748032569885254,inf
22,0.17329508066177368,inf
23,0.17003370821475983,inf
24,0.17147816717624664,inf
25,0.16905875504016876,0.13671454787254333
26,0.193039208650589,inf
27,0.16580665111541748,inf
28,0.15979383885860443,inf
29,0.1603204905986786,inf
30,0.18535107374191284,0.12387534230947495
31,0.15417613089084625,inf
32,0.14802777767181396,inf
33,0.17863579094409943,inf
34,0.14350168406963348,inf
35,0.13931703567504883,0.11427148431539536
36,0.1356377750635147,inf
37,0.1657576560974121,inf
38,0.13450467586517334,inf
39,0.14358121156692505,inf
40,0.1324942708015442,0.11148267984390259
41,0.13337931036949158,inf
42,0.12689027190208435,inf
43,0.13706645369529724,inf
44,0.1313636749982834,inf
45,0.12058177590370178,0.11026419699192047
46,0.12099456042051315,inf
47,0.12339164316654205,inf
48,0.12499985098838806,inf
49,0.11150836944580078,inf
50,0.166136234998703,0.10651180893182755
51,0.11086531728506088,inf
52,0.12966474890708923,inf
53,0.10870269685983658,inf
54,0.10663837194442749,inf
55,0.10657402873039246,0.09619185328483582
56,0.10612764954566956,inf
57,0.10530347377061844,inf
58,0.10533982515335083,inf
59,0.10306363552808762,inf
60,0.10461972653865814,0.09920758008956909
61,0.11500094085931778,inf
62,0.10275217890739441,inf
63,0.10158874094486237,inf
64,0.10078960657119751,inf
65,0.10814505070447922,0.09899324178695679
66,0.09954804182052612,inf
67,0.11274588108062744,inf
68,0.10003247857093811,inf
69,0.10055330395698547,inf
70,0.10454930365085602,0.09422332048416138
71,0.10019765794277191,inf
72,0.10218317806720734,inf
73,0.10086078941822052,inf
74,0.10070562362670898,inf
75,0.11944888532161713,0.09513497352600098
76,0.10178295522928238,inf
77,0.10037420690059662,inf
78,0.10000312328338623,inf
79,0.10798253118991852,inf
80,0.1019369512796402,0.0932178869843483
81,0.09940583258867264,inf
82,0.10040031373500824,inf
83,0.09797584265470505,inf
84,0.10368397831916809,inf
85,0.09805697202682495,0.09232237935066223
86,0.09633643925189972,inf
87,0.09562887251377106,inf
88,0.09447400271892548,inf
89,0.09251856803894043,inf
90,0.09267441928386688,0.08940323442220688
91,0.09271451830863953,inf
92,0.09134170413017273,inf
93,0.11267784237861633,inf
94,0.08688588440418243,inf
95,0.08985631912946701,0.08556512743234634
96,0.08278810977935791,inf
97,0.08644974231719971,inf
98,0.0833376869559288,inf
99,0.07857700437307358,inf
100,0.07942734658718109,0.08009950816631317
