iteration,train_loss,eval_loss
1,0.013062933459877968,inf
2,0.012541729025542736,inf
3,0.011281611397862434,inf
4,0.011675858870148659,inf
5,0.010933952406048775,0.01655280403792858
6,0.010010960511863232,inf
7,0.009079024195671082,inf
8,0.008960201404988766,inf
9,0.008585733361542225,inf
10,0.00784281175583601,0.012097515165805817
11,0.00765150785446167,inf
12,0.007869153283536434,inf
13,0.007532678544521332,inf
14,0.007363553624600172,inf
15,0.00749522028490901,0.011230799369513988
16,0.0071629746817052364,inf
17,0.007071658968925476,inf
18,0.007109630387276411,inf
19,0.007222888059914112,inf
20,0.006841059308499098,0.010615735314786434
21,0.006756444461643696,inf
22,0.006813928484916687,inf
23,0.006713059730827808,inf
24,0.00667513906955719,inf
25,0.00661063427105546,0.010748358443379402
26,0.006927594542503357,inf
27,0.006977939512580633,inf
28,0.006859986577183008,inf
29,0.0065559460781514645,inf
30,0.006665048189461231,0.010857930406928062
31,0.0066502089612185955,inf
32,0.006653051823377609,inf
33,0.006467567291110754,inf
34,0.006499925162643194,inf
35,0.006456624250859022,0.010660739615559578
36,0.006461437325924635,inf
37,0.006639144849032164,inf
38,0.006406725849956274,inf
39,0.0063999430276453495,inf
40,0.006568714510649443,0.010646271519362926
41,0.006533329840749502,inf
42,0.006239827256649733,inf
43,0.006525702774524689,inf
44,0.006307202856987715,inf
45,0.006352937314659357,0.0110600171610713
46,0.006221046205610037,inf
47,0.006583611946552992,inf
48,0.0063016898930072784,inf
49,0.006396889686584473,inf
50,0.006157540250569582,0.011787863448262215
51,0.006424856837838888,inf
52,0.006208989303559065,inf
53,0.006234550848603249,inf
54,0.006202371325343847,inf
55,0.006086179055273533,0.010962530970573425
56,0.006024518515914679,inf
57,0.005996360443532467,inf
58,0.006089959293603897,inf
59,0.006308050360530615,inf
60,0.00590760400518775,0.011512278579175472
61,0.005928900092840195,inf
62,0.0058795735239982605,inf
63,0.006189336068928242,inf
64,0.005939454305917025,inf
65,0.005912733264267445,0.01177587267011404
66,0.006154376547783613,inf
67,0.005957597866654396,inf
68,0.006182319950312376,inf
69,0.006201146636158228,inf
70,0.006210976280272007,0.01167646236717701
71,0.005919895600527525,inf
72,0.005990813951939344,inf
73,0.005840941797941923,inf
74,0.005897972267121077,inf
75,0.005988379009068012,0.011391454376280308
76,0.006056761834770441,inf
77,0.005854547023773193,inf
78,0.005995485465973616,inf
79,0.006120770704001188,inf
80,0.0064244866371154785,0.010834961198270321
81,0.00616751704365015,inf
82,0.006120981182903051,inf
83,0.005904160439968109,inf
84,0.006008514668792486,inf
85,0.005886602681130171,0.010982577688992023
86,0.005726625211536884,inf
87,0.005741126369684935,inf
88,0.005866941995918751,inf
89,0.005932328756898642,inf
90,0.005744181573390961,0.010981080122292042
91,0.0058736652135849,inf
92,0.005939084570854902,inf
93,0.006146718747913837,inf
94,0.0056309825740754604,inf
95,0.005570464767515659,0.01119933556765318
96,0.005570895504206419,inf
97,0.005729152355343103,inf
98,0.005638314876705408,inf
99,0.005395443644374609,inf
100,0.0058927941136062145,0.011129992082715034
