iteration,train_loss,eval_loss
1,0.003304763464257121,inf
2,0.003207576461136341,inf
3,0.0030498455744236708,inf
4,0.002900755498558283,inf
5,0.002742260927334428,0.00227219401858747
6,0.003133906051516533,inf
7,0.0025426766369491816,inf
8,0.002384678926318884,inf
9,0.002338071120902896,inf
10,0.0023590142372995615,0.0023373127914965153
11,0.0021722072269767523,inf
12,0.0023104387801140547,inf
13,0.002235393738374114,inf
14,0.0020946981385350227,inf
15,0.002098374767228961,0.0020630741491913795
16,0.0021160689648240805,inf
17,0.00204816204495728,inf
18,0.0019360003061592579,inf
19,0.002198350615799427,inf
20,0.0019128088606521487,0.0019396886928007007
21,0.0018938432913273573,inf
22,0.0019146896665915847,inf
23,0.0018849556799978018,inf
24,0.001803122111596167,inf
25,0.0018428110051900148,0.002319763647392392
26,0.0022611075546592474,inf
27,0.0018286127597093582,inf
28,0.0017909292364493012,inf
29,0.0017811560537666082,inf
30,0.0018106157658621669,0.0023875839542597532
31,0.0016991248121485114,inf
32,0.0016381744062528014,inf
33,0.0020456984639167786,inf
34,0.0016694209771230817,inf
35,0.0016877650050446391,0.0024234873708337545
36,0.0018801871920004487,inf
37,0.0016531744040548801,inf
38,0.0015810009790584445,inf
39,0.0016750706126913428,inf
40,0.001551217632368207,0.0023162774741649628
41,0.0015332195907831192,inf
42,0.0015466178301721811,inf
43,0.001558080897666514,inf
44,0.001592474291101098,inf
45,0.0015074172988533974,0.00247201812453568
46,0.001542891375720501,inf
47,0.0016077898908406496,inf
48,0.0014269103994593024,inf
49,0.001396696548908949,inf
50,0.0014026036951690912,0.002251201309263706
51,0.00141972117125988,inf
52,0.0013934762682765722,inf
53,0.0015624042134732008,inf
54,0.0013936297036707401,inf
55,0.0013178358785808086,0.002472102642059326
56,0.0013388267252594233,inf
57,0.001282916055060923,inf
58,0.0012545952340587974,inf
59,0.0013700977433472872,inf
60,0.0012195033486932516,0.002457587281242013
61,0.0013733708765357733,inf
62,0.00128177460283041,inf
63,0.0012903440510854125,inf
64,0.0013251774944365025,inf
65,0.0014118413673713803,0.0026969020254909992
66,0.0014451247407123446,inf
67,0.0012619474437087774,inf
68,0.0011806909460574389,inf
69,0.00135242217220366,inf
70,0.0011708595557138324,0.0023822099901735783
71,0.0017719051102176309,inf
72,0.0014258814044296741,inf
73,0.0013591250171884894,inf
74,0.0012611465062946081,inf
75,0.0012864572927355766,0.0024788558948785067
76,0.0012447646586224437,inf
77,0.0013406811049208045,inf
78,0.001368098659440875,inf
79,0.0012007212499156594,inf
80,0.0014503034763038158,0.002321084262803197
81,0.0012042486341670156,inf
82,0.0015108352527022362,inf
83,0.001249931869097054,inf
84,0.0013856235891580582,inf
85,0.0012738850200548768,0.0025015559513121843
86,0.0012162436032667756,inf
87,0.0013231307966634631,inf
88,0.0011477157240733504,inf
89,0.0012478480348363519,inf
90,0.0011550621129572392,0.002817349275574088
91,0.0011154685635119677,inf
92,0.0011211602250114083,inf
93,0.0012348245363682508,inf
94,0.0012052977690473199,inf
95,0.0011988261248916388,0.002421131357550621
96,0.0011611966183409095,inf
97,0.001151126460172236,inf
98,0.00103218003641814,inf
99,0.0009815443772822618,inf
100,0.0010299142450094223,0.0027448104228824377
