taskId,subset,loss_train,loss_eval
007bbfb7,train,0.0014540331903845,0.0027278817724436
00d62c1b,train,0.0004602052504196,0.0028029573149979
017c7c7b,train,0.0003087031363975,0.0005887128645554
025d127b,train,0.0006582810892723,0.0008009387529455
045e512c,train,0.0024791564792394,0.0032645524479448
0520fde7,train,0.0001426107919542,0.0001693610538495
05269061,train,0.0015621883794665,0.0016794446855783
05f2a901,train,0.0004430043918546,0.000555379607249
06df4c85,train,0.0018270933069288,0.0035160647239536
08ed6ac7,train,0.0003674698236864,0.0009861517464742
09629e4f,train,0.0024370576720684,0.002518402878195
0962bcdd,train,0.0014842898817732,0.001891428255476
0a938d79,train,0.0038361214101314,0.0046782898716628
0b148d64,train,0.0025862124748528,0.0019296401878818
0ca9ddb6,train,0.0007798673468641,0.0010230801999568
0d3d703e,train,0.0003783977299463,0.000427430961281
0dfd9992,train,0.0031943651847541,0.0039089103229343
0e206a2e,train,0.0005134316743351,0.001840085722506
10fcaaa3,train,0.0013083644444122,0.004220328759402
11852cab,train,0.0002266665833303,0.0002913312928285
1190e5a7,train,0.0005094775697216,0.0007138025830499
137eaa0f,train,0.0004393318959046,0.0004496653273236
150deff5,train,0.0004455204471014,0.0007242969586513
178fcbfb,train,0.0008299270411953,0.0036261328496038
1a07d186,train,0.0004649733018595,0.0010353747056797
1b2d62fb,train,0.0002900018589571,0.0003435639955569
1b60fb0c,train,0.0002754756133072,0.0002860758395399
1bfc4729,train,0.0017802078509703,0.0027943493332713
1c786137,train,0.0020204833708703,0.0032227865885943
1caeab9d,train,0.0004933513118885,0.0013632266782224
1cf80156,train,0.0006291069439612,0.0009202032233588
1e0a9b12,train,0.000256094353972,0.0004112845927011
1e32b0e9,train,0.0016751344082877,0.0042421496473252
1f0c79e5,train,0.0012261861702427,0.0018459599232301
1f642eb9,train,0.0003503379994072,0.0005254358402453
1f85a75f,train,0.0006324662244878,0.0008386041154153
1f876c06,train,0.0007262780563905,0.0012085293419659
1fad071e,train,0.0002320498606422,0.000251754769124
2013d3e2,train,0.0004051247087772,0.0003988366224803
2204b7a8,train,0.0002281777124153,0.0004639760591089
22168020,train,0.0004832471895497,0.0008366538095287
22233c11,train,0.0002972757210955,0.0007733167149126
2281f1f4,train,0.0007051939028315,0.0019576752092689
228f6490,train,0.0007296120165847,0.0012308665318414
22eb0ac0,train,0.0006099549937061,0.0015134004643186
234bbc79,train,0.0005329648265615,0.0008427553111687
23581191,train,0.0013244717847555,0.0021147702354937
239be575,train,5.5703570978948846e-05,5.645439887302928e-05
23b5c85d,train,0.0003706391144078,0.0004612508637364
253bf280,train,0.000289921881631,0.0011576855322346
25d487eb,train,0.0003237603523302,0.0008506597368977
25d8a9c8,train,0.0002454380155541,0.0003180729690939
25ff71a9,train,0.0001433153956895,0.0001129872180172
264363fd,train,0.0057678860612213,0.0075520696118474
272f95fa,train,0.0028754884842783,0.0071658068336546
27a28665,train,5.579811113420874e-05,5.543962106457912e-05
28bf18c6,train,0.0006283550756052,0.0008038578671403
28e73c20,train,0.0018987940857186,0.0061329877935349
29623171,train,0.0006954568088985,0.0016567315906286
29c11459,train,0.0005737164174206,0.0014261587057262
29ec7d0e,train,0.0024124570190906,0.003132588462904
2bcee788,train,0.0006580192712135,0.0008301943889819
2bee17df,train,0.00091280171182,0.0036504678428173
2c608aff,train,0.0004795168933924,0.0019313202938064
2dc579da,train,0.0002688878739718,0.0015226744581013
2dd70a9a,train,0.0005773712764494,0.0011096702655777
2dee498d,train,0.0001263223675778,0.0002407578285783
31aa019c,train,0.0005942831630818,0.0008295291336253
321b1fc6,train,0.0006696612690575,0.0011496491497382
32597951,train,0.0006364721339195,0.0005723950453102
3345333e,train,0.0002589042705949,0.0013778001302853
3428a4f5,train,0.0008478722884319,0.0009153385763056
3618c87e,train,0.0001253670779988,0.0001460439234506
3631a71a,train,0.0042107063345611,0.0049485899507999
363442ee,train,0.0024112334940582,0.0033621357288211
36d67576,train,0.0006478153518401,0.001089021214284
36fdfd69,train,0.000932315189857,0.0015151994302868
3906de3d,train,0.0004137838259339,0.0009526064968667
39a8645d,train,0.0003784758446272,0.0004234877415001
39e1d7f9,train,0.0032523679547011,0.0076191993430256
3aa6fb7a,train,0.0001924729149322,0.0003554135619197
3ac3eb23,train,0.0005842035752721,0.0020200691651552
3af2c5a8,train,0.0009074863628484,0.0016088503180071
3bd67248,train,0.0003265186678618,0.0008964758599177
3bdb4ada,train,0.0008132006041705,0.0007974777254275
3befdf3e,train,0.0016930984565988,0.0044757761061191
3c9b0459,train,0.0002668772067409,0.000384930812288
3de23699,train,0.0006458747084252,0.0025832385290414
3e980e27,train,0.0006858631968498,0.00155560974963
3eda0437,train,0.0003747642622329,0.000897403457202
3f7978a0,train,0.0006865389295853,0.0016018014866858
40853293,train,0.0011934593785554,0.0039299484342336
4093f84a,train,0.0006700837984681,0.0007264939486049
41e4d17e,train,0.0020837949123233,0.0030388254672288
4258a5f9,train,0.0009483129833824,0.0017747562378644
4290ef0e,train,0.003027337603271,0.0052498434670269
42a50994,train,0.0005832921597175,0.0008323171059601
4347f46a,train,0.0005207640351727,0.002253069775179
444801d8,train,0.0007487477269023,0.001495556323789
445eab21,train,0.0001952999591594,0.0001960805238923
447fd412,train,0.0008269085665233,0.0059019653126597
